FECHA,CANTIDAD,TIPO DE SERVICIO Especifico,TIPO DE SERVICIO General,DESCRIPCIÓN,COSTO x Uni,MONTO TOTAL
09/03/2025,2,Pisos,Limpieza,Borquitmc930,6.5,13
09/03/2025,1,Pisos,Limpieza,Taxi para insumos,60.9,60.9
09/04/2025,2,Mueble,Limpieza,Lejia,10,20
09/04/2025,4,Mueble,Limpieza,Lejia color,17,68
09/04/2025,3,Mueble,Limpieza,Suavitel,25,75
09/04/2025,1,Mueble,Limpieza,Guantes,14,14
09/04/2025,1,Mueble,Limpieza,Guantes,25,25
09/04/2025,1,Mueble,Limpieza,Balde ,7,7
09/04/2025,5,Mueble,Limpieza,Premio Spray,10,50
09/04/2025,2,Mueble,Limpieza,Premio Crema,11,22
09/04/2025,1,Mueble,Limpieza,Pino Galón,17,17
09/04/2025,1,Taxis,Limpieza,Taxi,9.9,9.9
09/05/2025,1,Mueble,Limpieza,Pago a Jhony,750,750
09/05/2025,1,Mueble,Limpieza,Pago a Jhony,350,350
09/07/2025,1,Pisos,Limpieza,Pago a Jhony,240,240
09/07/2025,2,Pisos,Limpieza,Balde ,16,32
09/07/2025,1,Pisos,Limpieza,Jalador,10,10
09/07/2025,1,Taxis,Limpieza,Taxi,10,10
09/08/2025,3,Empresa,Empresa,Plumones,3,9
09/08/2025,1,Empresa,Empresa,Plumones,6,6
09/08/2025,1,Empresa,Empresa,Fotocheck,6,6
09/08/2025,8,Taxis,Limpieza,Tekno Renov Cera 4l,72.5,580
09/08/2025,10,Taxis,Limpieza,Remov Piso,29.9,299
09/08/2025,1,Taxis,Limpieza,Pantalón,39.9,39.9
09/08/2025,1,Taxis,Limpieza,Polo Manga,13.9,13.9
09/08/2025,1,Empresa,Limpieza,Comida para ventas,13.9,13.9
09/09/2025,8,Taxis,Limpieza,Tekno Renov Cera 4l,72.5,580
09/09/2025,13,Taxis,Limpieza,Binner,31.5,409.5
09/09/2025,3,Taxis,Limpieza,Esponja,12,36
09/09/2025,1,Taxis,Limpieza,Taxi,15.8,15.8
09/09/2025,4,Taxis,Limpieza,Lapiceros,1,4
09/09/2025,9,Taxis,Limpieza,Binner,31.6111111111111,284.5
09/09/2025,1,Medicamento,Medicamento,Voriconazol,100,100
09/10/2025,1,Medicamento,Medicamento,Binner,31.5,31.5
09/10/2025,1,Medicamento,Medicamento,Binner,29.9,29.9
09/10/2025,1,Reparaciones,Empresa,Reparación de Laptop,60,60
