FECHA;CANTIDAD;TIPO DE SERVICIO Especifico;TIPO DE SERVICIO General;DESCRIPCIÓN;COSTO x Uni;MONTO TOTAL;;;;;;;;;;;;;;;
9/7/2025;30;Inmueble;Limpieza;Mini pads;4;120;;;;;;;;;;;;;;;
11/7/2025;1;Clases;Clases;Profesor Miguel Pareja;206.25;206.25;;;;;;;;;;;;;;;
11/7/2025;1;Personal Limpieza;Limpieza;Pago José;60;60;;;;;;;;;;;;;;;
11/7/2025;1;Personal Limpieza;Limpieza;Pago Kevin;60;60;;;;;;;;;;;;;;;
11/7/2025;1;Personal Ventas;Empresa;Pago Massoni;158.39;158.39;;;;;;;;;;;;;;;
11/7/2025;1;Empresa;Empresa;Folder;6.5;6.5;;;;;;;;;;;;;;;
11/7/2025;1;Empresa;Empresa;Impresiones;16.8;16.8;;;;;;;;;;;;;;;
12/7/2025;1;Personal Limpieza;Limpieza;Pago Yessenia;60;60;;;;;;;;;;;;;;;
12/7/2025;1;Personal Limpieza;Limpieza;Pago Kevin;60;60;;;;;;;;;;;;;;;
14/7/2025;1;Personal Limpieza;Limpieza;Pago Yessenia;60;60;;;;;;;;;;;;;;;
14/7/2025;1;Clases;Clases;Profesor Brandon Bolívar;220;220;;;;;;;;;;;;;;;
14/7/2025;1;Clases;Clases;Profesor Luis Angel;93.75;93.75;;;;;;;;;;;;;;;
14/7/2025;1;Clases;Clases;Profesora Lizbeth;450;450;;;;;;;;;;;;;;;
14/7/2025;1;Clases;Clases;Profesora Katherine;315;315;;;;;;;;;;;;;;;
14/7/2025;1;Clases;Clases;Profesor Jorge Fernandez;1605;1605;;;;;;;;;;;;;;;
16/7/2025;2;Colchón;Limpieza;Lejía color mediana;11.5;23;;;;;;;;;;;;;;;
16/7/2025;1;Hosting;Empresa;Dominios .com y .net etc;183.75;183.75;;;;;;;;;;;;;;;
16/7/2025;1;Hosting;Empresa;Dominios .online;11.25;11.25;;;;;;;;;;;;;;;
16/7/2025;1;Hosting;Empresa;Namecheap - Hosting;25;25;;;;;;;;;;;;;;;
16/7/2025;1;Empresa;Empresa;Kaspersky Antivirus;25;25;;;;;;;;;;;;;;;
16/7/2025;1;Empresa;Empresa;Sueldo Marco;10000;10000;;;;;;;;;;;;;;;
16/7/2025;1;Clases;Clases;Idroo;40;40;;;;;;;;;;;;;;;
16/7/2025;1;Empresa;Empresa;Indeed;650;650;;;;;;;;;;;;;;;
16/7/2025;2;Diseño;Empresa;Adobe;146;292;;;;;;;;;;;;;;;
16/7/2025;1;Empresa;Empresa;Test Gorilla;430;430;;;;;;;;;;;;;;;
16/7/2025;1;IA;Empresa;Chat Gtp;80;80;;;;;;;;;;;;;;;
16/7/2025;2;IA;Empresa;Gemini;74;148;;;;;;;;;;;;;;;
16/7/2025;1;IA;Empresa;Claude;80;80;;;;;;;;;;;;;;;
16/7/2025;4;Beneficios Sociales;Empresa;Pago AFP (incluye Essalud);128.48;513.92;;;;;;;;;;;;;;;
16/7/2025;1;Diseño;Empresa;Ideogram;80;80;;;;;;;;;;;;;;;
16/7/2025;1;Hosting;Empresa;Banahosting - Hosting;300;300;;;;;;;;;;;;;;;
16/7/2025;1;Hosting;Empresa;Namecheap - Hosting;300;300;;;;;;;;;;;;;;;
16/7/2025;1;Hosting;Empresa;Sered - Hosting;100;100;;;;;;;;;;;;;;;
16/7/2025;1;Hosting;Empresa;Nicalia - Hosting;160;160;;;;;;;;;;;;;;;
16/7/2025;1;Hosting;Empresa;Imunify - Antivirus para Hosting;100;100;;;;;;;;;;;;;;;
16/7/2025;1;Personal Limpieza;Limpieza;Pago Jesús;569.12;569.12;;;;;;;;;;;;;;;
16/7/2025;1;Personal Limpieza;Limpieza;Pago Luis Miguel;446.73;446.73;;;;;;;;;;;;;;;
18/7/2025;1;Empresa;Empresa;Local;2550;2550;;;;;;;;;;;;;;;
18/7/2025;6;Colchón;Limpieza;Lejia color galon;16;96;;;;;;;;;;;;;;;
18/7/2025;1;Inmueble;Limpieza;Lejia galon;9.5;9.5;;;;;;;;;;;;;;;
18/7/2025;12;Inmueble;Limpieza;Antihongos sapolio;11;132;;;;;;;;;;;;;;;
18/7/2025;2;Baños;Limpieza;WC Sapolio;9;18;;;;;;;;;;;;;;;
18/7/2025;3;Inmueble;Limpieza;Soda Caustica;10;30;;;;;;;;;;;;;;;
18/7/2025;4;Inmueble;Limpieza;Aroma spray sapolio;6;24;;;;;;;;;;;;;;;
18/7/2025;1;Colchón;Limpieza;Suavitel;24;24;;;;;;;;;;;;;;;
18/7/2025;7;Inmueble;Limpieza;Lustra Muebles Aerosol;9.5;66.5;;;;;;;;;;;;;;;
18/7/2025;1;Baños;Limpieza;Quitasarro galon;8;8;;;;;;;;;;;;;;;
18/7/2025;2;Cocina;Limpieza;galon de quitagrasa;12;24;;;;;;;;;;;;;;;
18/7/2025;1;Ventanas;Limpieza;Limpia vidrio galon;12;12;;;;;;;;;;;;;;;
18/7/2025;2;Cocina;Limpieza;Cif crema;12;24;;;;;;;;;;;;;;;
18/7/2025;2;Inmueble;Limpieza;Galon aroma;10;20;;;;;;;;;;;;;;;
18/7/2025;1;Inmueble;Limpieza;Detergente 4 kilo;23;23;;;;;;;;;;;;;;;
18/7/2025;1;Cocina;Limpieza;Esponja Carmelita plancha;18;18;;;;;;;;;;;;;;;
18/7/2025;1;Inmueble;Limpieza;Trapeador microfibra;38;38;;;;;;;;;;;;;;;
18/7/2025;1;Inmueble;Limpieza;Trapo chico microfibra docena;20;20;;;;;;;;;;;;;;;
17/7/2025;10;Pisos;Limpieza;Mini pads;4;40;;;;;;;;;;;;;;;
17/7/2025;6;Pisos;Limpieza;Pads grandes;30;180;;;;;;;;;;;;;;;
17/7/2025;1;Asesoria;Abogados;Abogada Jenireth Cristina;145;145;;;;;;;;;;;;;;;
17/7/2025;1;Clases;Clases;Profesor Omar;120;120;;;;;;;;;;;;;;;
17/7/2025;1;Clases;Clases;Profesor Martin;225;225;;;;;;;;;;;;;;;
17/7/2025;1;Clases;Clases;Profesor Miguel Pareja;306.25;306.25;;;;;;;;;;;;;;;
17/7/2025;2;Clases;Clases;Profesor Jackson Rojo;307.25;614.5;;;;;;;;;;;;;;;
22/7/2025;1;Pisos;Limpieza;Penalidad Taxi;10;10;;;;;;;;;;;;;;;
22/7/2025;1;Pisos;Limpieza;Pastillas Luis;7;7;;;;;;;;;;;;;;;
24/7/2025;1;Asesoria;Abogados;Abogado Navid;900;900;;;;;;;;;;;;;;;
25/7/2025;1;Personal Ventas;Empresa;Adelando Daniela;100;100;;;;;;;;;;;;;;;
25/7/2025;1;Pisos;Limpieza;Chema Remover;33;33;;;;;;;;;;;;;;;
26/7/2025;1;Empresa;Empresa;Pollo Compartir;83.9;83.9;;;;;;;;;;;;;;;
26/7/2025;1;Alfombra;Limpieza;Maquina Aspiradora;939.9;939.9;;;;;;;;;;;;;;;
27/7/2025;1;Colchón;Limpieza;Shampoo;120;120;;;;;;;;;;;;;;;
27/7/2025;1;Alfombra;Limpieza;Taxi para materiales;38.8;38.8;;;;;;;;;;;;;;;
27/7/2025;1;Alfombra;Limpieza;Pico Pato;80;80;;;;;;;;;;;;;;;
30/7/2025;1;Clases;Clases;Profesor Wilmer;1120.2;1120.2;;;;;;;;;;;;;;;
30/7/2025;1;Clases;Clases;Profesor Luis Angel;131.25;131.25;;;;;;;;;;;;;;;
30/7/2025;1;Clases;Clases;Profesora Katherine;270;270;;;;;;;;;;;;;;;
30/7/2025;1;Clases;Clases;Profesora Lizbeth;187.5;187.5;;;;;;;;;;;;;;;
30/7/2025;1;Clases;Clases;Profesor Jorge Fernandez;1417.5;1417.5;;;;;;;;;;;;;;;
31/7/2025;1;Colchón;Limpieza;Google Ads;294.42;412.188;;;;;;;;;;;;;;;
31/7/2025;1;Mueble;Limpieza;Google Ads;279.025;390.635;;;;;;;;;;;;;;;
31/7/2025;1;Alfombra;Limpieza;Google Ads;279.025;390.635;;;;;;;;;;;;;;;
31/7/2025;1;Inmueble;Limpieza;Google Ads;1157.66;1620.724;;;;;;;;;;;;;;;
31/7/2025;1;Pisos;Limpieza;Google Ads;242.82;339.948;;;;;;;;;;;;;;;
31/7/2025;1;Baño;Limpieza;Google Ads;227.0133333;317.8186667;;;;;;;;;;;;;;;
31/7/2025;1;Cocina;Limpieza;Google Ads;227.0133333;317.8186667;;;;;;;;;;;;;;;
31/7/2025;1;Ventanas;Limpieza;Google Ads;227.0133333;317.8186667;;;;;;;;;;;;;;;
31/7/2025;1;Marketing;Marketing;Google Ads;345.8;484.12;;;;;;;;;;;;;;;
31/7/2025;1;Clases;Clases;Google Ads;1407.45;1970.43;;;;;;;;;;;;;;;
31/7/2025;1;Personal Limpieza;Limpieza;Pago Jesús;517.35;517.35;;;;;;;;;;;;;;;
31/7/2025;1;Personal Limpieza;Limpieza;Pago Luis Miguel;568.75;568.75;;;;;;;;;;;;;;;
31/7/2025;1;Personal Limpieza;Limpieza;Pago Gloria;440;440;;;;;;;;;;;;;;;
31/7/2025;1;Personal Limpieza;Limpieza;Pago Kaylor;685.06;685.06;;;;;;;;;;;;;;;
31/7/2025;1;Personal Marketing;Empresa;Pago Mario;1327.77;1327.77;;;;;;;;;;;;;;;
31/7/2025;1;Personal Marketing;Empresa;Pago Harumi;1731.52;1731.52;;;;;;;;;;;;;;;
31/7/2025;1;Personal Marketing;Empresa;Pago Saul;1121.52;1121.52;;;;;;;;;;;;;;;
31/7/2025;1;Personal Ventas;Empresa;Pago Navid;1459.74;1459.74;;;;;;;;;;;;;;;
31/7/2025;1;Personal Ventas;Empresa;Pago Daniela;1757.14;1757.14;;;;;;;;;;;;;;;
31/7/2025;1;Personal Ventas;Empresa;Pago Yahaira;824.164;824.164;;;;;;;;;;;;;;;
31/7/2025;1;Personal Ventas;Empresa;Pago Mauricio;566.29;566.29;;;;;;;;;;;;;;;
31/7/2025;1;Personal Ventas;Empresa;Pago Jose Palacio;759.8708333;759.8708333;;;;;;;;;;;;;;;
31/7/2025;1;Taxis;Limpieza;Taxis JULIO;2367.4;2367.4;;;;;;;;;;;;;;;
1/8/2025;2;Medicamento;Medicamento;blister de voriconazol;100;200;;;;;;;;;;;;;;;
1/8/2025;2;Medicamento;Medicamento;blister de voriconazol;100;200;;;;;;;;;;;;;;;
2/8/2025;1;Personal Limpieza;Limpieza;Pago Gabi;70;70;;;;;;;;;;;;;;;
2/8/2025;1;Personal Limpieza;Limpieza;Pago Jose;60;60;;;;;;;;;;;;;;;
2/8/2025;1;Asesoria;Abogados;Abogada Jenireth Cristina;145;145;;;;;;;;;;;;;;;
2/8/2025;1;Asesoria;Abogados;Abogado David Molina;55;55;;;;;;;;;;;;;;;
2/8/2025;1;Asesoria;Abogados;Abogado David Molina;195;195;;;;;;;;;;;;;;;
2/8/2025;1;Asesoria;Abogados;Abogado David Molina;265;265;;;;;;;;;;;;;;;
2/8/2025;1;Oficina;Empresa;Perforadores;13;13;;;;;;;;;;;;;;;
2/8/2025;1;Oficina;Empresa;Engrapadores;15;15;;;;;;;;;;;;;;;
2/8/2025;3;Oficina;Empresa;Lapiceros;1;3;;;;;;;;;;;;;;;
2/8/2025;1;Oficina;Empresa;Grapas;3;3;;;;;;;;;;;;;;;
2/8/2025;1;Oficina;Empresa;Resaltadores;2;2;;;;;;;;;;;;;;;
2/8/2025;1;Oficina;Empresa;Limpiatipos;3.5;3.5;;;;;;;;;;;;;;;
2/8/2025;1;Oficina;Empresa;Folder;15;15;;;;;;;;;;;;;;;
4/8/2025;1;Alfombra;Empresa;Bidón de shampoo;120;120;;;;;;;;;;;;;;;
4/8/2025;1;Asesoria;Abogados;Abogado David Molina;195;195;;;;;;;;;;;;;;;
5/8/2025;1;Asesoria;Abogados;Abogado David Molina;115;115;;;;;;;;;;;;;;;
5/8/2025;1;Medicamento;Medicamento;Voriconazol;100;100;;;;;;;;;;;;;;;
7/8/2025;1;Empresa;Empresa;Fotocheck;37;37;;;;;;;;;;;;;;;
7/8/2025;1;Personal Ventas;Empresa;Pago Mauricio;187.7;187.7;;;;;;;;;;;;;;;
7/8/2025;1;Medicamento;Medicamento;Ciclofosfamida 1g;120;120;;;;;;;;;;;;;;;
9/8/2025;1;Asesoria;Abogados;Abogado David Molina;95;95;;;;;;;;;;;;;;;
11/8/2025;1;Clases;Clases;Profesor Jorge Fernandez;1417.5;1417.5;;;;;;;;;;;;;;;
11/8/2025;1;Clases;Clases;Profesora Katherine;270;270;;;;;;;;;;;;;;;
11/8/2025;1;Clases;Clases;Profesor Miguel Pareja;75;75;;;;;;;;;;;;;;;
11/8/2025;1;Medicamento;Medicamento;Lenalidomida;3000;3000;;;;;;;;;;;;;;;
13/8/2025;1;Pisos;Limpieza;Masking TA;12.9;12.9;;;;;;;;;;;;;;;
13/8/2025;1;Oficina;Limpieza;Sellador L;37.9;37.9;;;;;;;;;;;;;;;
13/8/2025;1;Pisos;Limpieza;Huincha;39.9;39.9;;;;;;;;;;;;;;;
13/8/2025;2;Pisos;Limpieza;Chema Remover;22.9;45.8;;;;;;;;;;;;;;;
13/8/2025;2;Empresa;Limpieza;Molsa tshi;0.2;0.4;;;;;;;;;;;;;;;
14/8/2025;7;Pisos;Limpieza;Chema Remover;22.9;160.3;;;;;;;;;;;;;;;
14/8/2025;1;Empresa;Limpieza;Pantalón;39.9;39.9;;;;;;;;;;;;;;;
14/8/2025;2;Empresa;Limpieza;Pantalón;39.9;79.8;;;;;;;;;;;;;;;
14/8/2025;1;Empresa;Limpieza;Molsa reutilizable;4.9;4.9;;;;;;;;;;;;;;;
15/8/2025;1;Inmueble;Limpieza;Almuerzo Operarios;27;27;;;;;;;;;;;;;;;
15/8/2025;6;Alfombra;Limpieza;Rociador;3.5;21;;;;;;;;;;;;;;;
15/8/2025;1;Alfombra;Limpieza;Cordel;2;2;;;;;;;;;;;;;;;
15/8/2025;1;Oficina;Limpieza;Taper;1.5;1.5;;;;;;;;;;;;;;;
15/8/2025;1;Taxis;Limpieza;Pasaje de compras;9.3;9.3;;;;;;;;;;;;;;;
15/8/2025;1;Empresa;Empresa;Comida Oficina;23.9;23.9;;;;;;;;;;;;;;;
15/8/2025;1;Empresa;Empresa;Sueldo Marco;10000;10000;;;;;;;;;;;;;;;
15/8/2025;1;Clases;Clases;Idroo;40;40;;;;;;;;;;;;;;;
15/8/2025;1;Empresa;Empresa;Indeed;650;650;;;;;;;;;;;;;;;
15/8/2025;2;Diseño;Empresa;Adobe;146;292;;;;;;;;;;;;;;;
15/8/2025;1;Empresa;Empresa;Test Gorilla;430;430;;;;;;;;;;;;;;;
15/8/2025;1;IA;Empresa;Chat Gtp;80;80;;;;;;;;;;;;;;;
15/8/2025;2;IA;Empresa;Gemini;74;148;;;;;;;;;;;;;;;
15/8/2025;1;IA;Empresa;Claude;80;80;;;;;;;;;;;;;;;
15/8/2025;6;Beneficios Sociales;Empresa;Pago AFP (incluye Essalud);128.48;770.88;;;;;;;;;;;;;;;
15/8/2025;1;Diseño;Empresa;Ideogram;80;80;;;;;;;;;;;;;;;
15/8/2025;1;Hosting;Empresa;Banahosting - Hosting;300;300;;;;;;;;;;;;;;;
15/8/2025;1;Hosting;Empresa;Namecheap - Hosting;300;300;;;;;;;;;;;;;;;
15/8/2025;1;Hosting;Empresa;Sered - Hosting;100;100;;;;;;;;;;;;;;;
15/8/2025;1;Hosting;Empresa;Nicalia - Hosting;160;160;;;;;;;;;;;;;;;
15/8/2025;1;Hosting;Empresa;Imunify - Antivirus para Hosting;100;100;;;;;;;;;;;;;;;
15/8/2025;1;Medicamento;Medicamento;Voriconazol;100;100;;;;;;;;;;;;;;;
15/8/2025;1;Personal Limpieza;Limpieza;Pago Jesús;775;775;;;;;;;;;;;;;;;
15/8/2025;1;Personal Limpieza;Limpieza;Pago Luis Miguel;625;625;;;;;;;;;;;;;;;
15/8/2025;1;Personal Limpieza;Limpieza;Pago Gloria;600;600;;;;;;;;;;;;;;;
15/8/2025;1;Personal Limpieza;Limpieza;Pago Kaylor;565;565;;;;;;;;;;;;;;;
16/8/2025;1;Oficina;Limpieza;Materiales de oficinas;15.03;15.03;;;;;;;;;;;;;;;
16/8/2025;2;Alfombra;Limpieza;Guantes;9;18;;;;;;;;;;;;;;;
16/8/2025;3;Inmueble;Limpieza;Frasco Doypac;15;45;;;;;;;;;;;;;;;
16/8/2025;20;Pisos;Limpieza;Trapeador microfibra;3.33;66.6;;;;;;;;;;;;;;;
16/8/2025;20;Pisos;Limpieza;Paños;1.667;33.34;;;;;;;;;;;;;;;
16/8/2025;1;Oficina;Limpieza;Jabón;1.5;1.5;;;;;;;;;;;;;;;
16/8/2025;1;Baño;Limpieza;Esponja Carmelita plancha;16;16;;;;;;;;;;;;;;;
17/8/2025;4;Empresa;Empresa;Polos Operarios;23;92;;;;;;;;;;;;;;;
18/8/2025;1;Empresa;Empresa;Carnet;5;5;;;;;;;;;;;;;;;
18/8/2025;1;Personal Limpieza;Limpieza;Pago Yessenia;60;60;;;;;;;;;;;;;;;
18/8/2025;1;Personal Limpieza;Limpieza;Pago Yessenia;60;60;;;;;;;;;;;;;;;
18/8/2025;1;Empresa;Empresa;Tabla;8.5;8.5;;;;;;;;;;;;;;;
19/8/2025;1;Empresa;Empresa;Torta Yahaira;79.2;79.2;;;;;;;;;;;;;;;
19/8/2025;1;Empresa;Empresa;Bocaditos;39.4;39.4;;;;;;;;;;;;;;;
21/8/2025;3;Inmueble;Limpieza;Paño Chico;20;60;;;;;;;;;;;;;;;
21/8/2025;2;Pisos;Limpieza;Trapo grande;40;80;;;;;;;;;;;;;;;
21/8/2025;1;Inmueble;Limpieza;Aroma caja;62;62;;;;;;;;;;;;;;;
21/8/2025;6;Cocina;Limpieza;CI CIF;10;60;;;;;;;;;;;;;;;
21/8/2025;2;Inmueble;Limpieza;Ambientador;10.5;21;;;;;;;;;;;;;;;
21/8/2025;1;Colchón;Limpieza;Suavitel;25;25;;;;;;;;;;;;;;;
21/8/2025;6;Inmueble;Limpieza;Antihongos sapolio;11;66;;;;;;;;;;;;;;;
21/8/2025;1;Mueble;Limpieza;Guantes;25;25;;;;;;;;;;;;;;;
21/8/2025;1;Inmueble;Limpieza;Mascarilla de plastico;5;5;;;;;;;;;;;;;;;
21/8/2025;1;Baño;Limpieza;Quitasarro galon;9;9;;;;;;;;;;;;;;;
21/8/2025;1;Oficina;Empresa;Posa Mouse;6;6;;;;;;;;;;;;;;;
21/8/2025;5;Oficina;Empresa;Posa Mouse;2;10;;;;;;;;;;;;;;;
21/8/2025;1;Clases;Clases;Profesor Sebastían;60;60;;;;;;;;;;;;;;;
21/8/2025;1;Oficina;Empresa;Pago Jose Urbina;60;60;;;;;;;;;;;;;;;
22/8/2025;1;Asesoria;Empresa;Psicologa Ysabel;75;75;;;;;;;;;;;;;;;
22/8/2025;10;Pisos;Limpieza;Mini pads;4;40;;;;;;;;;;;;;;;
22/8/2025;2;Pisos;Limpieza;Pads grandes;30;60;;;;;;;;;;;;;;;
22/8/2025;1;Pisos;Limpieza;Pads grandes;31;31;;;;;;;;;;;;;;;
22/8/2025;1;Personal Limpieza;Limpieza;Pads grandes;30;30;;;;;;;;;;;;;;;
22/8/2025;1;Asesoria;Psicologo;Pago Psicologa;75;75;;;;;;;;;;;;;;;
22/8/2025;1;Empresa;Limpieza;Gaseosa Operarios;75;75;;;;;;;;;;;;;;;
25/8/2025;1;Clases;Clases;Profesor Sebastían;690;690;;;;;;;;;;;;;;;
25/8/2025;1;Clases;Clases;Profesor Jorge Fernandez;1170;1170;;;;;;;;;;;;;;;
25/8/2025;1;Empresa;Marketing;Pan con chicharrón para video;80;80;;;;;;;;;;;;;;;
25/8/2025;1;Empresa;Marketing;Tabla de escribir;8.5;8.5;;;;;;;;;;;;;;;
27/8/2025;1;Inmueble;Limpieza;Pago Jose Urbina;60;60;;;;;;;;;;;;;;;
27/8/2025;1;Inmueble;Limpieza;Pago Jose Carlos;75;75;;;;;;;;;;;;;;;
27/8/2025;1;Inmueble;Limpieza;Pago Luis Enrique;60;60;;;;;;;;;;;;;;;
27/8/2025;1;Inmueble;Limpieza;Gaseosas y queques Operarios;45;45;;;;;;;;;;;;;;;
28/8/2025;1;Asesoria;Psicologo;Pago Psicologa;140;140;;;;;;;;;;;;;;;
28/8/2025;1;Medicamento;Medicamento;;170;170;;;;;;;;;;;;;;;
28/8/2025;1;Empresa;Empresa;Comida para ventas;51;51;;;;;;;;;;;;;;;
29/8/2025;1;Taxis;Limpieza;Taxis AGOSTO;#REF!;#REF!;;;;;;;;;;;;;;;
29/8/2025;1;Personal Limpieza;Limpieza;Pago Jesús;623.92;623.92;;;;;;;;;;;;;;;
29/8/2025;1;Personal Limpieza;Limpieza;Pago Luis Miguel;491.31;491.31;;;;;;;;;;;;;;;
29/8/2025;1;Personal Limpieza;Limpieza;Pago Gloria;582.5;582.5;;;;;;;;;;;;;;;
29/8/2025;1;Personal Limpieza;Limpieza;Pago Kaylor;541.46;541.46;;;;;;;;;;;;;;;
29/8/2025;1;Personal Marketing;Empresa;Pago Mario;1290.27;1290.27;;;;;;;;;;;;;;;
29/8/2025;1;Personal Marketing;Empresa;Pago Harumi;1694.02;1694.02;;;;;;;;;;;;;;;
29/8/2025;1;Personal Marketing;Empresa;Pago Saul;1103.29;1103.29;;;;;;;;;;;;;;;
29/8/2025;1;Personal Ventas;Empresa;Pago Xiomara;1115.44;1115.44;;;;;;;;;;;;;;;
29/8/2025;1;Personal Ventas;Empresa;Pago Daniela;1900.4;1900.4;;;;;;;;;;;;;;;
29/8/2025;1;Personal Ventas;Empresa;Pago Yahaira;1758.23;1758.23;;;;;;;;;;;;;;;
29/8/2025;1;Personal Ventas;Empresa;Pago Jose Palacio;2236.38;2236.38;;;;;;;;;;;;;;;
29/8/2025;1;Empresa;Empresa;Cumpleaños Gloria;87.44;87.44;;;;;;;;;;;;;;;
29/8/2025;1;Inmueble;Limpieza;Pago Luis Enrique;60;60;;;;;;;;;;;;;;;
31/8/2025;1;Colchón;Limpieza;Google Ads Limpieza;233.22;326.508;;;;;;;;;;;;;;;
31/8/2025;1;Mueble;Limpieza;Google Ads Limpieza;116.61;163.254;;;;;;;;;;;;;;;
31/8/2025;1;Alfombra;Limpieza;Google Ads Limpieza;116.61;163.254;;;;;;;;;;;;;;;
31/8/2025;1;Inmueble;Limpieza;Google Ads Limpieza;1299.75;1819.65;;;;;;;;;;;;;;;
31/8/2025;1;Pisos;Limpieza;Google Ads Limpieza;180.41;252.574;;;;;;;;;;;;;;;
31/8/2025;1;Baño;Limpieza;Google Ads Limpieza;193.71;271.194;;;;;;;;;;;;;;;
31/8/2025;1;Cocina;Limpieza;Google Ads Limpieza;193.71;271.194;;;;;;;;;;;;;;;
31/8/2025;1;Ventanas;Limpieza;Google Ads Limpieza;193.71;271.194;;;;;;;;;;;;;;;
31/8/2025;1;Marketing;Marketing;Google Ads Marketing;366.61;513.254;;;;;;;;;;;;;;;
31/8/2025;1;Clases;Clases;Google Ads Clases;1150.32;1610.448;;;;;;;;;;;;;;;
1/9/2025;1;Empresa;Empresa;Pizza para reconocimiento de ventas;39.8;39.8;;;;;;;;;;;;;;;
1/9/2025;1;Inmueble;Limpieza;Taxis para compras Limpieza;14.3;14.3;;;;;;;;;;;;;;;
2/9/2025;1;Inmueble;Limpieza;Frugo para operarios;6.5;6.5;;;;;;;;;;;;;;;
3/9/2025;25;Pisos;Limpieza;Frugo para operarios;20;500;;;;;;;;;;;;;;;
3/9/2025;1;Pisos;Limpieza;Pago a Jhony;210;210;;;;;;;;;;;;;;;
5/9/2025;1;Mueble;Limpieza;Pago a Jhony;750;750;;;;;;;;;;;;;;;
3/9/2025;1;Pisos;Limpieza;Gaseosa;9.1;9.1;;;;;;;;;;;;;;;
3/9/2025;3;Pisos;Limpieza;Borquitmc1.8;11.5;34.5;;;;;;;;;;;;;;;
3/9/2025;2;Pisos;Limpieza;Borquitmc930;6.5;13;;;;;;;;;;;;;;;
3/9/2025;1;Pisos;Limpieza;Taxi para insumos;60.9;60.9;;;;;;;;;;;;;;;
4/9/2025;2;Mueble;Limpieza;Lejia;10;20;;;;;;;;;;;;;;;
4/9/2025;4;Mueble;Limpieza;Lejia color;17;68;;;;;;;;;;;;;;;
4/9/2025;3;Mueble;Limpieza;Suavitel;25;75;;;;;;;;;;;;;;;
4/9/2025;1;Mueble;Limpieza;Guantes;14;14;;;;;;;;;;;;;;;
4/9/2025;1;Mueble;Limpieza;Guantes;25;25;;;;;;;;;;;;;;;
4/9/2025;1;Mueble;Limpieza;Balde ;7;7;;;;;;;;;;;;;;;
4/9/2025;5;Mueble;Limpieza;Premio Spray;10;50;;;;;;;;;;;;;;;
4/9/2025;2;Mueble;Limpieza;Premio Crema;11;22;;;;;;;;;;;;;;;
4/9/2025;1;Mueble;Limpieza;Pino Galón;17;17;;;;;;;;;;;;;;;
4/9/2025;1;Taxis;Limpieza;Taxi;9.9;9.9;;;;;;;;;;;;;;;
5/9/2025;1;Mueble;Limpieza;Pago a Jhony;750;750;;;;;;;;;;;;;;;
5/9/2025;1;Mueble;Limpieza;Pago a Jhony;350;350;;;;;;;;;;;;;;;
7/9/2025;1;Pisos;Limpieza;Pago a Jhony;240;240;;;;;;;;;;;;;;;
7/9/2025;2;Pisos;Limpieza;Balde ;16;32;;;;;;;;;;;;;;;
7/9/2025;1;Pisos;Limpieza;Jalador;10;10;;;;;;;;;;;;;;;
7/9/2025;1;Taxis;Limpieza;Taxi;10;10;;;;;;;;;;;;;;;
8/9/2025;3;Empresa;Empresa;Plumones;3;9;;;;;;;;;;;;;;;
8/9/2025;1;Empresa;Empresa;Plumones;6;6;;;;;;;;;;;;;;;
8/9/2025;1;Empresa;Empresa;Fotocheck;6;6;;;;;;;;;;;;;;;
8/9/2025;8;Taxis;Limpieza;Tekno Renov Cera 4l;72.5;580;;;;;;;;;;;;;;;
8/9/2025;10;Taxis;Limpieza;Remov Piso;29.9;299;;;;;;;;;;;;;;;
8/9/2025;1;Taxis;Limpieza;Pantalón;39.9;39.9;;;;;;;;;;;;;;;
8/9/2025;1;Taxis;Limpieza;Polo Manga;13.9;13.9;;;;;;;;;;;;;;;
8/9/2025;1;Empresa;Limpieza;Comida para ventas;13.9;13.9;;;;;;;;;;;;;;;
9/9/2025;8;Taxis;Limpieza;Tekno Renov Cera 4l;72.5;580;;;;;;;;;;;;;;;
9/9/2025;13;Taxis;Limpieza;Binner;31.5;409.5;;;;;;;;;;;;;;;
9/9/2025;3;Taxis;Limpieza;Esponja;12;36;;;;;;;;;;;;;;;
9/9/2025;1;Taxis;Limpieza;Taxi;15.8;15.8;;;;;;;;;;;;;;;
9/9/2025;4;Taxis;Limpieza;Lapiceros;1;4;;;;;;;;;;;;;;;
9/9/2025;9;Taxis;Limpieza;Binner;31.61111111;284.5;;;;;;;;;;;;;;;
9/9/2025;1;Medicamento;Medicamento;Voriconazol;100;100;;;;;;;;;;;;;;;
10/9/2025;1;Medicamento;Medicamento;Binner;31.5;31.5;;;;;;;;;;;;;;;
10/9/2025;1;Medicamento;Medicamento;Binner;29.9;29.9;;;;;;;;;;;;;;;
10/9/2025;1;Reparaciones;Empresa;Reparación de Laptop;60;60;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
